,timestamp,attention,meditation,theta,delta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,CVNN,SDNN,RMSSD,SDNN_over_RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num
1033,2023-09-19_14:32:58.349051,74,40,12384,18162,2654,4317,3396,12893,6395,3061,0,0,792,73,0.080608042,63.50838965,103.1122589,0.615915026,0.833333333,0.666666667,0.5,0.4,0.266666667,41.74963249,85.30178527,0.489434452,2
1034,2023-09-19_14:32:59.373844,88,38,6104,5367,8564,5456,3757,13502,2991,1613,0,0,844,73,0.081075327,64.0981539,103.4328034,0.619708175,0.866666667,0.7,0.533333333,0.433333333,0.3,42.6286031,90.93742784,0.468768516,2
1035,2023-09-19_14:33:00.396041,93,20,18208,9048,5552,2994,6113,8895,3266,802,0,0,744,74,0.081975666,64.66240536,104.2152944,0.62046944,0.9,0.733333333,0.6,0.466666667,0.333333333,42.62234079,75.44536625,0.564943123,2
1036,2023-09-19_14:33:01.412229,91,104,282024,811469,145207,137961,64463,76707,59444,144830,0,0,1018,163,0.21127930854374377,143.92505494418958,152.38813515259312,,1.3479789542467588,1.1437452847311282,0.9116666266618412,0.7387457196211569,0.5955297132200408,307.317843370446,211.803610496425,2.355547407548351,2
1037,2023-09-19_14:33:02.446261,33,44,6736,0,3758,0,3317,2782,0,0,0,0,705,78,0.07751861174286259,57.58642220091235,56.0610479564722,,0.5679788011098192,0.47258803465486,0.3736313143630825,0.2966871484308311,0.23431576796018966,43.925607922289636,68.22009468077027,0.4192095555612733,2
1038,2023-09-19_14:33:03.459352,38,49,30491,63435,15964,11131,8593,9161,4763,0,0,0,732,85,0.08906080470996926,65.03657148596373,64.3730996649948,,0.6352849119271188,0.5305021056557366,0.42005831082912415,0.33483232450626393,0.26548487187720543,66.65368934149608,80.60989741114139,0.5862958946106109,2
1039,2023-09-19_14:33:04.481779,45,56,62144,157568,32228,27091,15624,17661,11644,17306,0,0,768,95,0.10444087596980821,74.96395939457636,75.44897995540983,,0.7249708826557969,0.6076731026646468,0.4819226823625871,0.3856610992400766,0.3070179705453,96.93905303477369,97.11941596030339,0.808939876430004,2
1040,2023-09-19_14:33:05.508504,0,9,0,0,0,0,0,0,0,0,0,0,527,29,0.001713905851157313,8.65669307473329,1.470673586812893,,0.12593802517061048,0.09223058163670239,0.06871657046881696,0.04616423118052754,0.029609022710749944,0.0,0.0,0.0,2
1041,2023-09-19_14:33:06.541709,54,65,103635,280959,53547,48012,24839,28803,20664,41369,0,0,815,108,0.12460114993323763,87.97682887987438,89.96729897152427,,0.8425316995089431,0.7088292296712336,0.5630148085055098,0.4522877101670946,0.36145976301510285,136.63725851272213,118.76017505252824,1.1007827160342964,2
1042,2023-09-19_14:33:07.575780,66,47,12929,2078,12503,5450,5730,7943,969,1317,0,0,764,74,0.047213161,37.62888961,39.6484552,0.949063196,0.833333333,0.666666667,0.566666667,0.5,0.333333333,46.4029994,89.25596663,0.519886806,2
1043,2023-09-19_14:33:08.597072,66,41,17672,9115,3100,7317,5870,8479,4655,1157,0,0,774,74,0.045449763,36.27800068,38.49944021,0.942299433,0.833333333,0.633333333,0.533333333,0.466666667,0.3,45.79656781,80.15053504,0.571381935,2
1044,2023-09-19_14:33:09.614215,75,38,5081,5232,15873,7672,7535,12760,11991,1101,0,0,858,73,0.047207175,37.78776992,41.45791385,0.91147302,0.833333333,0.633333333,0.533333333,0.466666667,0.3,45.88339384,83.88121768,0.547004384,2
1045,2023-09-19_14:33:10.632461,64,40,25964,12931,3245,17348,27506,9404,17620,2896,0,0,820,74,0.046965703,37.66336269,41.32461903,0.911402539,0.833333333,0.666666667,0.566666667,0.466666667,0.3,46.73227166,91.86429228,0.508709864,2
1046,2023-09-19_14:33:11.664908,64,41,4343,10082,2040,14464,11829,5494,11338,5209,0,0,818,74,0.039830116,32.14024822,41.61067502,0.772403913,0.833333333,0.7,0.6,0.433333333,0.3,47.78536201,94.56045758,0.505341908,2
1047,2023-09-19_14:33:12.693461,67,47,5813,460265,7502,13629,18803,14072,5701,5233,0,0,824,73,0.03811147,30.83980112,40.95750531,0.752970692,0.8,0.666666667,0.566666667,0.433333333,0.3,47.42256872,84.34265866,0.562260776,2
1048,2023-09-19_14:33:13.709937,75,40,2309,14170,4676,5999,9394,13083,5690,6031,0,0,762,74,0.03948959,31.91022128,42.51896129,0.750493905,0.8,0.666666667,0.566666667,0.433333333,0.333333333,47.05216757,87.14914838,0.539903928,2
1049,2023-09-19_14:33:14.743088,81,48,3172,6994,2875,12892,8266,7792,9707,1991,0,0,814,75,0.039483212,31.91822886,43.50029726,0.733747373,0.833333333,0.7,0.6,0.466666667,0.366666667,47.89066618,94.89061641,0.504693383,2
1050,2023-09-19_14:33:15.760317,74,57,7982,4500,8909,13106,4946,6768,2572,1898,0,0,836,73,0.039471398,31.96393801,42.8356925,0.746198699,0.8,0.666666667,0.566666667,0.433333333,0.366666667,48.88088556,99.71059791,0.490227584,2
1051,2023-09-19_14:33:16.783029,61,54,12731,8146,3387,5529,9440,6485,3233,1004,0,0,760,74,0.040203661,32.44167416,45.10065371,0.71931716,0.8,0.7,0.6,0.466666667,0.4,48.13418994,85.35140634,0.563953097,2
1052,2023-09-19_14:33:17.813132,56,56,5489,1882,12154,8577,8701,7598,3787,1542,0,0,732,75,0.042668243,34.2682879,43.60797143,0.785826233,0.833333333,0.733333333,0.6,0.466666667,0.4,48.05729439,92.38398205,0.520190766,2
1053,2023-09-19_14:33:18.843368,31,41,0,0,0,0,797,0,0,0,0,0,692,74,0.07200775573019283,54.02932520038417,52.09243295704579,,0.535843288686489,0.4449367809197245,0.3514646001733077,0.2784746152035045,0.2194339821314372,33.07401459834969,62.3045447443726,0.33943366212324877,2
1054,2023-09-19_14:33:19.858154,58,70,126309,348387,65197,59445,29876,34891,25593,54519,0,0,841,115,0.13561809220972432,95.08794414701016,97.901094059939,,0.9067749104691285,0.7641078044647156,0.6073290511797289,0.48869701333392673,0.39121045420889733,158.3310529038112,130.58615490631783,1.2602654553839114,2
1055,2023-09-19_14:33:20.882223,73,86,197441,559926,101746,95311,45675,53993,41056,95774,0,0,922,137,0.17018064534398122,117.39706523487934,122.79114135417674,,1.1083198887945285,0.9375287619806154,0.7463525051104045,0.6029209462277831,0.4845448676387467,226.38922208619272,167.6868355492232,1.7605976269096164,2
1056,2023-09-19_14:33:21.900005,47,59,74275,193645,38461,33208,18318,20919,14281,24341,0,0,782,99,0.11033529433971424,78.76863472182983,79.69381544048196,,0.7593430662728129,0.6372489176728048,0.505632227126644,0.4051412471827681,0.32293554697341464,108.5459306023104,103.44669544883183,0.8942682701814773,2
1057,2023-09-19_14:33:22.928548,73,86,197982,561534,102024,95584,45795,54138,41174,96087,0,0,922,137,0.17044339887080523,117.56666498126992,122.9803619734977,,1.1098520861892915,0.9388471532474729,0.747409397600078,0.603789306302312,0.4852544201480038,226.90661800634922,167.9688845821354,1.764401282332328,2
1058,2023-09-19_14:33:23.944226,50,61,86244,229239,44611,39243,20977,24133,16883,31283,0,0,795,102,0.11615085098455749,82.52240710314669,83.88185905433748,,0.7932553826859583,0.6664290363382008,0.5290245606777858,0.4243607692290892,0.3386401613317942,119.99751916080058,109.68932194123647,0.9784550509856182,2
1059,2023-09-19_14:33:24.958769,35,43,43266,22679,28031,7281,9451,17435,7937,3463,0,0,800,76,0.041545289,33.26392774,44.93980648,0.740188495,0.8,0.666666667,0.6,0.433333333,0.4,48.62727953,91.86858229,0.529313486,2
1060,2023-09-19_14:33:25.981109,50,48,5089,8571,3313,11572,8517,11000,1658,3734,0,0,778,75,0.04065105,32.4639287,43.82095232,0.7408312,0.766666667,0.6,0.533333333,0.366666667,0.366666667,50.28062982,110.100752,0.456678351,2
1061,2023-09-19_14:33:26.998759,66,41,9057,11270,442,6253,6715,17548,2156,2779,0,0,762,76,0.040295793,32.07276449,42.48488575,0.754921755,0.8,0.6,0.533333333,0.366666667,0.366666667,49.77687191,101.8357311,0.488795744,2
1062,2023-09-19_14:33:28.027554,69,44,4611,11036,18837,14337,5284,5886,7752,1401,0,0,816,75,0.040349177,32.16098395,43.61271564,0.737422183,0.8,0.6,0.533333333,0.366666667,0.366666667,48.86597453,90.4646561,0.540166476,2
1063,2023-09-19_14:33:29.050080,69,50,12295,5420,18497,3472,5077,7431,5531,2538,0,0,830,75,0.040936045,32.68060927,42.52382699,0.76852465,0.8,0.6,0.533333333,0.366666667,0.366666667,48.73226443,95.9685139,0.507794301,2
1064,2023-09-19_14:33:30.062868,51,57,18767,8783,28785,17608,4353,5568,1994,2308,0,0,750,76,0.039433708,31.2814464,42.36296366,0.738414967,0.833333333,0.633333333,0.566666667,0.366666667,0.333333333,50.16007255,112.3226943,0.44657113,2
1065,2023-09-19_14:33:31.083064,29,57,57996,11016,10713,2825,5189,7388,5067,2213,0,0,792,76,0.039362403,31.2353788,42.91451005,0.727851227,0.833333333,0.633333333,0.566666667,0.366666667,0.3,49.36923548,100.091017,0.49324342,2
1066,2023-09-19_14:33:32.099550,20,54,31535,59870,35789,20014,3604,4310,6881,2675,0,0,850,75,0.040583741,32.32089108,44.20641239,0.731135809,0.833333333,0.633333333,0.6,0.4,0.333333333,48.57094622,92.05386811,0.527636125,2
1067,2023-09-19_14:33:33.129452,24,47,19655,4520,4464,8547,7253,10728,4321,1545,0,0,780,75,0.038128094,30.31691864,41.78103843,0.725614292,0.833333333,0.666666667,0.633333333,0.366666667,0.3,49.67267679,112.0311104,0.443382884,2
1068,2023-09-19_14:33:34.135877,37,37,22398,21483,11880,9019,8821,12812,5057,1873,0,0,822,75,0.038196269,30.37367281,42.03118711,0.722646085,0.833333333,0.666666667,0.633333333,0.4,0.3,49.8640155,115.8116736,0.43056122,2
1069,2023-09-19_14:33:35.152763,41,54,8057,6754,20978,16923,10382,8163,8400,1358,0,0,850,74,0.039962707,31.86359818,41.93262247,0.759876113,0.833333333,0.666666667,0.6,0.4,0.3,49.31449275,110.1392013,0.447746962,2
1070,2023-09-19_14:33:36.167375,57,43,26143,18634,10977,7944,5564,15112,5053,3234,0,0,816,74,0.039914317,31.82235413,42.39063006,0.750693115,0.833333333,0.666666667,0.6,0.4,0.3,48.318441,96.48257091,0.500799684,2
1071,2023-09-19_14:33:37.196566,66,44,14547,8488,4265,11695,4781,24276,5463,2096,0,0,820,74,0.042825022,34.07729775,47.26302046,0.721013964,0.866666667,0.7,0.633333333,0.433333333,0.333333333,48.98775503,113.4410057,0.431834633,2
1072,2023-09-19_14:33:38.212517,64,54,8969,8459,14896,30385,6247,13903,2892,1628,0,0,788,74,0.04268895,33.93202355,47.61193707,0.712678913,0.866666667,0.7,0.633333333,0.4,0.3,49.17624818,118.1534838,0.416206502,2
1073,2023-09-19_14:33:39.234843,70,48,6565,5657,5817,9039,5563,8589,2321,1721,0,0,800,74,0.042276949,33.57353455,47.59310295,0.70542857,0.9,0.7,0.633333333,0.4,0.3,48.25219715,106.7406869,0.452050652,2
1074,2023-09-19_14:33:40.260740,75,50,9766,14249,1918,10845,5357,9878,3046,1760,0,0,766,75,0.042518106,33.64316011,46.51584824,0.723262316,0.9,0.733333333,0.633333333,0.4,0.3,47.92155246,110.940288,0.431958068,2
1075,2023-09-19_14:33:41.278715,63,56,10325,1339,22419,5855,14651,8825,5351,2181,0,0,774,75,0.040345521,31.98054964,46.15864697,0.692839841,0.866666667,0.7,0.633333333,0.4,0.3,48.53352443,120.2209983,0.403702557,2
1076,2023-09-19_14:33:42.297105,61,57,8905,4298,23094,11249,889,8413,1365,2444,0,0,802,76,0.039763991,31.56995759,44.90449636,0.703046691,0.866666667,0.7,0.6,0.4,0.3,47.79738517,114.2724747,0.418275576,2
1077,2023-09-19_14:33:43.320281,61,61,11410,3225,7560,28656,6495,20009,2606,1355,0,0,744,77,0.039189562,31.07732292,42.14752416,0.737346346,0.833333333,0.666666667,0.566666667,0.366666667,0.266666667,46.52060823,104.7229458,0.44422555,2
1078,2023-09-19_14:33:44.336734,53,64,13543,5980,13181,5952,4534,5287,3695,1703,0,0,872,75,0.042892434,34.10806356,48.36499161,0.705222154,0.833333333,0.666666667,0.566666667,0.366666667,0.266666667,46.94508864,113.5085763,0.413581864,2
1079,2023-09-19_14:33:45.370570,56,57,6408,11576,2968,4538,9986,4601,2431,1322,0,0,850,75,0.044398208,35.35873301,48.42199557,0.730220483,0.866666667,0.7,0.566666667,0.366666667,0.266666667,47.29672054,120.8801009,0.391269698,2
1080,2023-09-19_14:33:46.401398,54,66,105899,287691,54710,49153,25342,29411,21156,42682,0,0,818,109,0.12570105411034257,88.68678498111409,90.7593893845481,,0.8489455822644654,0.7143481053986236,0.567439032523334,0.45592272464149647,0.36442999819421,138.8031131091414,119.94085153363349,1.1167050769566338,2
1081,2023-09-19_14:33:47.436323,45,56,63703,162205,33029,27877,15970,18080,11983,18210,0,0,770,95,0.10519836240780457,75.45289482136722,75.99447997079457,,0.7293880212605386,0.6114738642250663,0.4849695747755068,0.3881644756464898,0.30906352406956733,98.43064250011963,97.9325289938883,0.8199053520692545,2
1082,2023-09-19_14:33:48.473006,47,59,75135,196202,38903,33641,18509,21149,14468,24840,0,0,783,99,0.11075302555894673,79.03826805348332,79.99464245874614,,0.7617789867095646,0.6393449245199315,0.5073124975825558,0.40652178474224565,0.32406360884335084,109.36849778595715,103.89510307945778,0.9003154035405435,2
1083,2023-09-19_14:33:49.486974,43,54,54207,133965,28150,23089,13861,15530,9918,12703,0,0,759,92,0.10058446685947439,72.47475966813813,72.67180649923361,,0.7024829637935258,0.5883231964847049,0.46641076944904314,0.3729162590739308,0.29660393426561954,89.34528116705143,92.97980849915562,0.7531139790499748,2
1084,2023-09-19_14:33:50.513237,73,86,197198,559206,101622,95189,45621,53928,41004,95633,0,0,921,137,0.17006290797610274,117.3210691941249,122.7063533860133,,1.1076333256472697,0.9369380033351654,0.7458789215913979,0.6025318422991639,0.4842269238766922,226.1573818725651,167.56045204773739,1.7588932449239585,2
1085,2023-09-19_14:33:51.547197,34,45,12400,9634,6668,2009,4575,4303,830,0,0,0,711,80,0.08027041650779107,59.3626320044097,58.0427461972683,,0.5840254290758978,0.4863954815577832,0.3847000974323537,0.30578144078779945,0.24174687649578852,49.344269949973004,71.1739803320605,0.45904505174997384,2
1086,2023-09-19_14:33:52.581424,57,48,11083,9627,5517,12247,2840,10445,1811,1500,0,0,782,74,0.044618117,35.56658857,47.88924003,0.742684339,0.866666667,0.766666667,0.633333333,0.366666667,0.233333333,44.23990731,117.0684456,0.377897794,2
1087,2023-09-19_14:33:53.591169,63,48,16258,4706,2879,7015,4283,16324,4131,2787,0,0,778,75,0.04480076,35.69724546,47.37233297,0.753546284,0.833333333,0.733333333,0.6,0.333333333,0.233333333,44.24971822,125.0534977,0.353846306,2
1088,2023-09-19_14:33:54.601171,61,47,21542,2418,12515,9716,10639,15446,3628,2355,0,0,746,76,0.046785013,37.19408555,45.96250346,0.809226712,0.8,0.7,0.566666667,0.3,0.233333333,41.97590678,95.86084227,0.437883768,2
1089,2023-09-19_14:33:55.633721,75,41,4377,7740,16789,6349,8887,9994,2422,1858,0,0,784,76,0.045158522,35.80167594,46.01798749,0.777993083,0.8,0.7,0.566666667,0.266666667,0.2,42.72381162,114.4892965,0.37316861,2
1090,2023-09-19_14:33:56.649001,70,41,12791,9213,23197,8509,20082,10919,5402,3232,0,0,598,79,0.063388483,49.79799193,57.1905466,0.870738171,0.8,0.7,0.566666667,0.3,0.233333333,42.45971033,119.6074681,0.354992134,2
1091,2023-09-19_14:33:57.682001,56,51,16361,7601,17235,4178,8492,5947,2348,1665,0,0,746,78,0.073917745,58.30631755,94.69661174,0.615717041,0.8,0.7,0.566666667,0.333333333,0.3,40.51642564,94.72658027,0.427719712,2
1092,2023-09-19_14:33:58.697466,53,53,24174,9392,3763,22340,10214,13998,3358,751,0,0,772,78,0.072817112,57.24881367,94.60917795,0.605108457,0.8,0.7,0.566666667,0.333333333,0.3,40.99124151,109.6156918,0.373954138,2
1093,2023-09-19_14:33:59.717714,44,53,13823,30151,24325,5263,5936,5569,2753,2775,0,0,802,77,0.072621009,57.06074736,93.08135115,0.613020188,0.8,0.7,0.566666667,0.333333333,0.3,41.40550482,123.2932848,0.335829359,2
1094,2023-09-19_14:34:00.737797,51,47,8983,4833,4325,5136,7232,10514,4087,735,0,0,720,79,0.07343401,57.48414274,91.96701058,0.62505177,0.8,0.666666667,0.533333333,0.3,0.266666667,39.06769901,94.42254939,0.41375391,2
1095,2023-09-19_14:34:01.771149,47,41,38379,8596,10497,10266,4274,7133,3322,1751,0,0,558,80,0.090576172,70.20860979,96.73639974,0.725772408,0.8,0.666666667,0.533333333,0.333333333,0.3,40.43273694,123.7620531,0.326697367,2
1096,2023-09-19_14:34:02.794920,38,40,60332,54233,46243,19984,3741,6103,4670,1765,0,0,714,79,0.09874577,76.90978842,126.9265332,0.605939408,0.8,0.7,0.566666667,0.366666667,0.333333333,38.62801597,110.8146403,0.348582244,2
1097,2023-09-19_14:34:03.812964,37,38,10284,26046,4604,6349,13972,10361,4395,2264,0,0,710,78,0.100222617,77.87297349,126.9200128,0.613559452,0.766666667,0.666666667,0.566666667,0.366666667,0.333333333,37.82960434,95.22752341,0.397254943,2
1098,2023-09-19_14:34:04.831962,47,38,15779,2773,8777,7212,5967,19150,4139,2350,0,0,722,80,0.101251201,78.49668075,126.8330426,0.618897719,0.8,0.666666667,0.566666667,0.366666667,0.333333333,38.73508995,118.4595113,0.326990121,2
1099,2023-09-19_14:34:05.854848,60,40,6197,7513,7437,10130,15153,10804,3157,887,0,0,760,80,0.101247562,78.22386678,126.6175343,0.617796478,0.8,0.666666667,0.6,0.4,0.333333333,36.87529537,104.0352146,0.35445013,2
1100,2023-09-19_14:34:06.871378,80,34,10781,10011,211,10232,3952,8074,5468,5089,0,0,716,81,0.10201941,78.72497839,124.6346385,0.631646061,0.8,0.666666667,0.6,0.4,0.3,36.53533976,97.45702434,0.374886675,2
1101,2023-09-19_14:34:07.887919,70,43,19938,10465,18906,25457,11602,14512,4298,1005,0,0,726,81,0.100238421,76.86282153,124.5815063,0.61696815,0.8,0.633333333,0.566666667,0.366666667,0.266666667,37.44360368,121.2057417,0.30892599,2
1102,2023-09-19_14:34:08.916087,67,48,9160,8691,6919,14998,6995,12740,3947,1927,0,0,600,81,0.106003891,80.15307577,127.3929571,0.629179804,0.8,0.633333333,0.566666667,0.4,0.3,35.2674494,92.05204711,0.383125096,2
1103,2023-09-19_14:34:09.948580,64,50,3782,9107,2632,5878,5406,4360,3584,2629,0,0,942,81,0.113525292,86.33220076,142.2052911,0.607095559,0.833333333,0.666666667,0.6,0.433333333,0.333333333,35.10799287,96.04730331,0.365528148,2
1104,2023-09-19_14:34:10.981573,56,48,22700,3257,9142,5951,9020,5894,2690,6620,0,0,620,82,0.118348631,88.92716121,148.9401639,0.597066358,0.833333333,0.666666667,0.6,0.466666667,0.366666667,34.67159485,106.9360265,0.324227447,2
1105,2023-09-19_14:34:12.014761,51,37,21430,2812,4866,4960,8053,4173,2403,1424,0,0,926,79,0.123602569,93.26225865,159.2711849,0.585556381,0.866666667,0.7,0.633333333,0.5,0.4,33.93042876,98.84700473,0.343262083,2
1106,2023-09-19_14:34:13.041091,44,37,16967,19324,19642,2144,5606,7225,1519,6895,0,0,776,79,0.123409973,93.03466499,161.5002936,0.57606499,0.866666667,0.7,0.633333333,0.533333333,0.433333333,33.66642117,92.78865199,0.362829079,2
1107,2023-09-19_14:34:14.066878,41,44,7485,17229,14562,19289,4469,11254,2782,2039,0,0,744,79,0.12348691,93.05150306,161.5886647,0.575854149,0.866666667,0.7,0.633333333,0.5,0.433333333,34.60994096,116.821313,0.296263927,2
1108,2023-09-19_14:34:15.087112,47,44,11607,12038,768,10875,10283,5240,6759,2604,0,0,822,77,0.124601498,94.23195966,162.0455449,0.581515275,0.866666667,0.733333333,0.666666667,0.533333333,0.466666667,33.2002262,111.6814534,0.297276094,2
1109,2023-09-19_14:34:16.105159,53,48,14835,8103,9226,5299,11484,8761,12665,6443,0,0,828,77,0.125394035,95.04031893,161.9114275,0.586989568,0.866666667,0.733333333,0.666666667,0.533333333,0.466666667,32.22969175,93.14681775,0.346009585,2
1110,2023-09-19_14:34:17.134149,44,44,46120,9096,15416,11414,9423,6484,4156,3206,0,0,770,75,0.12520875,95.01674706,162.2675526,0.58555605,0.866666667,0.733333333,0.666666667,0.566666667,0.5,32.43453118,94.15212312,0.344490704,2
1111,2023-09-19_14:34:18.164500,47,26,31432,11997,7702,5112,17760,12966,3991,2558,0,0,792,76,0.125125664,95.0788211,158.4550409,0.600036582,0.866666667,0.733333333,0.633333333,0.566666667,0.5,32.50177813,120.6376893,0.269416451,2
1112,2023-09-19_14:34:19.180280,51,62,90688,242455,46894,41484,21964,25326,17849,33861,0,0,800,104,0.11831025813115158,83.91624150317627,85.43694515568714,,0.805847556211607,0.6772640708211669,0.5377105000178556,0.4314972783881479,0.3444715302876894,124.24967311324914,112.00730680226769,1.0097149195105704,2
1113,2023-09-19_14:34:20.200596,38,49,30161,62452,15794,10964,8520,9072,4691,0,0,0,731,85,0.08890022462567858,64.93292171996337,64.25745873196007,,0.6343485195986314,0.5296963795316422,0.4194123979573565,0.3343016319760895,0.26505123354274657,66.33748623863144,80.43752500561519,0.58397131569525,2
1114,2023-09-19_14:34:21.219276,42,53,50833,123930,26416,21388,13111,14623,9185,10746,0,0,755,91,0.098944867380532,71.41644597327749,71.49105725261518,,0.6929219501681102,0.5800963473142675,0.4598156900363599,0.367497634468045,0.2921762794267964,86.11669622149645,91.21980377918536,0.7293789162915882,2
1115,2023-09-19_14:34:22.234901,50,62,87860,234045,45441,40058,21336,24567,17234,32220,0,0,797,103,0.11693612514447883,83.02927869486068,84.4473702566917,,0.7978345601247909,0.670369225484444,0.5321832256517159,0.4269559797911594,0.3407607541830564,121.5438262701995,110.53226330934655,0.9898227854278707,2
1116,2023-09-19_14:34:23.268118,0,7,0,0,0,0,0,0,0,0,0,0,514,26,0.0,5.037062134602152,0.0,,0.09323756886391354,0.06409321750571251,0.046160164357193056,0.02763152072646652,0.014465614357770218,0.0,0.0,0.0,2
1117,2023-09-19_14:34:24.288731,48,60,78629,206592,40698,35403,19285,22088,15227,26867,0,0,787,100,0.11245073481425406,80.13408991599232,81.21723916600683,,0.771678856482918,0.6478633451208445,0.5141413161459901,0.4121324532393973,0.3286481861719708,112.71150845045811,105.71748491163885,0.9248916712435594,2
1118,2023-09-19_14:34:25.302361,53,47,19941,50013,6862,9516,5466,11995,4691,1704,0,0,800,77,0.115937462,88.78490863,146.0623391,0.60785627,0.866666667,0.766666667,0.633333333,0.533333333,0.466666667,29.9662209,116.1658134,0.257960755,2
1119,2023-09-19_14:34:26.324832,47,35,15946,127999,5722,2080,2372,3224,1068,615,0,0,798,77,0.115054632,88.43099004,146.0609226,0.605439076,0.833333333,0.733333333,0.6,0.5,0.433333333,29.02271149,95.24318304,0.304722192,2
1120,2023-09-19_14:34:27.335346,51,37,7011,3722,3256,10579,7690,11252,2726,1395,0,0,782,77,0.113855624,87.78268622,146.0741427,0.600946099,0.866666667,0.733333333,0.6,0.5,0.433333333,28.96096657,81.20567636,0.356637219,2
1121,2023-09-19_14:34:28.350824,56,38,26205,10788,14330,9213,4040,10659,1982,2269,0,0,760,77,0.113447966,87.52132439,146.1194599,0.598971037,0.866666667,0.766666667,0.6,0.5,0.433333333,29.30019641,116.5262358,0.251447206,2
1122,2023-09-19_14:34:29.369703,48,40,12987,12578,5617,14993,23156,4903,6194,1138,0,0,776,77,0.113340118,87.49857142,145.9210935,0.599629357,0.9,0.766666667,0.6,0.5,0.433333333,28.48721501,99.94545071,0.285027631,2
1123,2023-09-19_14:34:30.396407,51,47,19753,15421,12618,14207,3117,8869,2121,1656,0,0,810,74,0.112392736,87.11935619,146.0458124,0.596520741,0.9,0.766666667,0.6,0.466666667,0.433333333,28.18770901,80.16531532,0.351619761,2
1124,2023-09-19_14:34:31.418150,50,44,8783,6223,4094,10066,9531,8944,3216,1611,0,0,792,77,0.11155491,86.70791326,144.2574327,0.601063748,0.9,0.8,0.666666667,0.533333333,0.466666667,28.85876969,112.4205812,0.256703616,2
1125,2023-09-19_14:34:32.435753,48,44,23940,1895,18171,6307,8193,8687,2706,1573,0,0,780,77,0.102415745,80.21883957,129.5450927,0.619234877,0.9,0.766666667,0.633333333,0.5,0.433333333,28.27882451,107.2529145,0.263664858,2
1126,2023-09-19_14:34:33.458999,47,53,20884,8908,40491,466,8078,7032,2557,2237,0,0,810,77,0.096076524,74.83080174,122.8118831,0.609312388,0.9,0.766666667,0.633333333,0.466666667,0.4,27.74231161,87.11462121,0.318457582,2
1127,2023-09-19_14:34:34.475874,50,51,4848,4918,3158,12476,10811,5963,4679,1456,0,0,734,77,0.087027115,68.33369106,107.961679,0.632943945,0.9,0.733333333,0.6,0.433333333,0.366666667,28.32546555,103.2663378,0.274295246,2
1128,2023-09-19_14:34:35.496083,50,61,87346,232517,45177,39799,21221,24429,17123,31922,0,0,796,103,0.11668642362972059,82.8681036419956,84.26754897764344,,0.7963784730647789,0.6691163239521315,0.5311788332129234,0.4261307546130758,0.34008644796725185,121.05213146193404,110.26422477298296,0.9862080726887119,2
1129,2023-09-19_14:34:36.518521,39,50,36710,81931,19160,14267,9974,10831,6115,2555,0,0,739,87,0.09208278597283355,66.9871723474403,66.54936414009923,,0.6529070229372013,0.5456651893019384,0.43221384434093424,0.344819508717889,0.27364557827727387,72.60436408635898,83.85380017801324,0.6300425021510203,2
1130,2023-09-19_14:34:37.551057,8,17,0,0,0,0,0,0,0,0,0,0,568,40,0.019078356654047224,19.86494016461792,13.975594737849455,,0.2271955291260157,0.1793583951774843,0.1385628551703464,0.10355107570973193,0.07650083721078574,0.0,5.488234788421565,0.0,2
1131,2023-09-19_14:34:38.575905,38,49,32025,67997,16752,11904,8934,9573,5096,0,0,0,733,86,0.08980622085178444,65.51771588823085,64.90990731782063,,0.6396316648872361,0.5342423033361351,0.4230566520178748,0.337295810436541,0.26749783018173834,68.12151082140443,81.41005375711865,0.5970866390175988,2
1132,2023-09-19_14:34:39.603614,85,98,251972,722096,129765,122808,57787,68637,52911,127400,0,0,984,154,0.1966769562092429,134.49966194348485,141.87232520067695,,1.262828104038305,1.0704765677472627,0.8529305301365281,0.6904871865588151,0.5560968048772312,278.5639095455404,196.128923256363,2.1441617895783964,2
1133,2023-09-19_14:34:40.622681,43,54,53166,130868,27615,22564,13629,15250,9692,12099,0,0,758,92,0.10007843586796993,72.14813140604664,72.30739084793694,,0.6995321399692968,0.5857841369789288,0.4643753244412151,0.37124390432075927,0.2952374233604231,88.3488402300188,92.43661673498553,0.7457886063017508,2
1134,2023-09-19_14:34:41.636739,43,41,26238,17751,11778,20664,11552,7943,4462,1883,0,0,620,78,0.08924146,69.04314271,106.6816081,0.647188807,0.933333333,0.7,0.566666667,0.433333333,0.333333333,27.55096761,107.2195117,0.256958525,2
1135,2023-09-19_14:34:42.658696,57,30,16249,3906,6849,5348,6013,14136,4474,838,0,0,880,77,0.091867791,71.27103198,116.6994371,0.610723014,0.933333333,0.7,0.6,0.466666667,0.366666667,27.40655145,104.2996906,0.262767332,2
1136,2023-09-19_14:34:43.685405,38,43,38345,271726,47193,14270,6874,5097,4876,1977,0,0,698,79,0.093372478,72.29519732,119.3360945,0.605811658,0.933333333,0.7,0.6,0.5,0.4,26.96685677,81.45550054,0.33106244,2
